Open,High,Low,Close,Volume,Timestamp,Score
7194.89209,7254.330566,7174.944336,7200.174316,18565664997,1577836800,0
7202.55127,7212.155273,6935.27002,6985.470215,20802083465,1577923200,0.131156153
6984.428711,7413.715332,6914.996094,7344.884277,28111481032,1578009600,0.103209859
7345.375488,7427.385742,7309.51416,7410.656738,18444271275,1578096000,0
7410.45166,7544.49707,7400.535645,7411.317383,19725074095,1578182400,0
7410.452148,7781.867188,7409.292969,7769.219238,23276261598,1578268800,0
7768.682129,8178.21582,7768.227539,8163.692383,28767291327,1578355200,0.224775469
8161.935547,8396.738281,7956.774414,8079.862793,31672559265,1578441600,0.117875105
8082.295898,8082.295898,7842.403809,7879.071289,24045990466,1578528000,-0.039930559
7878.307617,8166.554199,7726.774902,8166.554199,28714583844,1578614400,0.106931217
8162.190918,8218.359375,8029.64209,8037.537598,25521165085,1578700800,0
8033.261719,8200.063477,8009.059082,8192.494141,22903438381,1578787200,0.165537924
8189.771973,8197.788086,8079.700684,8144.194336,22482910688,1578873600,0.084009274
8140.933105,8879.511719,8140.933105,8827.764648,44841784107,1578960000,0.175277062
8825.34375,8890.117188,8657.1875,8807.010742,40102834650,1579046400,0.018655835
8812.481445,8846.460938,8612.095703,8723.786133,31313981931,1579132800,0.208300464
8725.209961,8958.12207,8677.316406,8929.038086,36372139320,1579219200,0.033035833
8927.211914,9012.198242,8827.332031,8942.808594,32337772627,1579305600,0
8941.445313,9164.362305,8620.080078,8706.245117,34217320471,1579392000,0.657611191
8704.631836,8745.59082,8560.473633,8657.642578,26422375678,1579478400,0.18574701
8658.991211,8755.706055,8544.520508,8745.894531,24097418512,1579564800,0.216030912
8744.210938,8792.994141,8636.74707,8680.875977,22600204051,1579651200,0.036553191
8680.650391,8687.74707,8333.637695,8406.515625,25770680779,1579737600,0.004334947
8405.567383,8514.666992,8266.84082,8445.43457,24397913026,1579824000,0
8440.119141,8458.453125,8296.21875,8367.847656,19647331549,1579910400,0
8364.410156,8602.401367,8325.498047,8596.830078,22177678796,1579996800,-0.161939042
8597.308594,8977.726563,8597.308594,8909.819336,28647338393,1580083200,0.08482584
8912.524414,9358.589844,8908.447266,9358.589844,34398744403,1580169600,0.059662414
9357.470703,9406.431641,9269.467773,9316.629883,30682598115,1580256000,-0.073228359
9316.016602,9553.125977,9230.897461,9508.993164,32378792851,1580342400,0.113501573
9508.313477,9521.706055,9230.776367,9350.529297,29432489719,1580428800,0.057368208
9346.357422,9439.323242,9313.239258,9392.875,25922656496,1580515200,0
9389.820313,9468.797852,9217.824219,9344.365234,30835736946,1580601600,0.285209192
9344.683594,9540.37207,9248.633789,9293.521484,30934096509,1580688000,0.233603351
9292.841797,9331.265625,9112.811523,9180.962891,29893183716,1580774400,0.092369295
9183.416016,9701.299805,9163.704102,9613.423828,35222060874,1580860800,0.109838598
9617.821289,9824.619141,9539.818359,9729.801758,37628823716,1580947200,0.182318157
9726.00293,9834.716797,9726.00293,9795.943359,34522718159,1581033600,0.352361353
9793.070313,9876.749023,9678.910156,9865.119141,35172043762,1581120000,0.18042978
9863.894531,10129.43555,9850.392578,10116.67383,35807884663,1581206400,0.369356446
10115.55957,10165.76563,9784.563477,9856.611328,39386548075,1581292800,0.13323137
9855.891602,10210.05273,9729.334961,10208.23633,37648059389,1581379200,0.134297715
10202.3877,10393.61133,10202.3877,10326.05469,43444303830,1581465600,3.89E-05
10323.96094,10457.62695,10116.16113,10214.37988,49356071373,1581552000,-0.034214577
10211.55078,10321.99609,10125.53418,10312.11621,43338264162,1581638400,0.228516524
10313.85645,10341.55566,9874.427734,9889.424805,43865054831,1581724800,0.153844302
9889.179688,10053.96875,9722.386719,9934.433594,43374780305,1581811200,0
9936.560547,9938.81543,9507.637695,9690.142578,45998298413,1581897600,-0.181762738
9691.230469,10161.93555,9632.382813,10141.99609,47271023953,1581984000,0
10143.79883,10191.67578,9611.223633,9633.386719,46992019710,1582070400,0.068890243
9629.325195,9643.216797,9507.900391,9608.475586,44925260237,1582156800,-0.195452192
9611.782227,9723.014648,9589.743164,9686.441406,40930547513,1582243200,-0.057773911
9687.707031,9698.231445,9600.728516,9663.181641,35838025154,1582329600,0.333221416
9663.318359,9937.404297,9657.791016,9924.515625,41185185761,1582416000,0.386245334
9921.583008,9951.746094,9537.042969,9650.174805,45080496648,1582502400,-0.141236038
9651.3125,9652.737305,9305.021484,9341.705078,42515259129,1582588800,0.007490743
9338.290039,9354.77832,8704.426758,8820.522461,50420050762,1582675200,-0.035238002
8825.09375,8932.892578,8577.199219,8784.494141,45470195695,1582761600,0.138136303
8788.728516,8890.456055,8492.932617,8672.455078,44605450443,1582848000,0.048444014
8671.212891,8775.631836,8599.508789,8599.508789,35792392544,1582934400,-0.396131623
8599.758789,8726.796875,8471.212891,8562.454102,35349164300,1583020800,0
8563.264648,8921.308594,8532.630859,8869.669922,42857674409,1583107200,0
8865.387695,8901.598633,8704.990234,8787.786133,42386715821,1583193600,-0.064964587
8788.541992,8843.366211,8712.431641,8755.246094,34746706368,1583280000,-0.133801932
8760.285156,9142.054688,8757.253906,9078.762695,39698054597,1583366400,0.094971265
9078.308594,9167.695313,9032.079102,9122.545898,40826885651,1583452800,0.035266
9121.600586,9163.220703,8890.744141,8909.954102,36216930370,1583539200,0
8908.206055,8914.34375,8105.25293,8108.116211,39973102121,1583625600,0
8111.146484,8177.793457,7690.098145,7923.644531,46936995808,1583712000,-0.113207582
7922.146973,8136.945313,7814.763184,7909.729492,42213940994,1583798400,0.02796996
7910.089844,7950.814453,7642.8125,7911.430176,38682762605,1583884800,0.011896522
7913.616211,7929.116211,4860.354004,4970.788086,53980357243,1583971200,-0.498977939
5017.831055,5838.114746,4106.980957,5563.707031,74156772075,1584057600,-0.133900054
5573.077637,5625.226563,5125.069336,5200.366211,36154506008,1584144000,0.150872191
5201.066895,5836.64502,5169.283203,5392.314941,33997889639,1584230400,0
5385.229492,5385.229492,4575.35791,5014.47998,45368026430,1584316800,-0.161687187
5002.578125,5371.348633,4981.90918,5225.629395,38622642935,1584403200,0
5227.11377,5331.833984,5069.335938,5238.438477,37878801016,1584489600,0.02571246
5245.416504,6329.73584,5236.96875,6191.192871,51000731797,1584576000,-0.185042786
6191.653809,6844.261719,5865.781738,6198.77832,54442976103,1584662400,0
6206.521484,6378.135254,5932.823242,6185.066406,42494390880,1584748800,-0.133436859
6185.558105,6359.697266,5823.713867,5830.254883,40099664740,1584835200,0
5831.374512,6443.93457,5785.004395,6416.314941,46491916000,1584921600,-0.116797893
6436.642578,6789.022949,6411.066406,6734.803711,48221910672,1585008000,0.071061865
6738.716797,6892.51123,6536.92627,6681.062988,44590107888,1585094400,0.12890019
6675.170898,6735.463867,6590.962891,6716.44043,35319797642,1585180800,0.020831507
6719.38916,6793.836426,6466.70166,6469.79834,34585598367,1585267200,-0.011101002
